Iteration,N,Tuple Time (ns),Variadic Expressions Time (ns),Command Interface Time (ns)
67,40960000,126041600,54922700,113663800
68,40960000,121355900,53268900,115262200
69,40960000,119330100,53711100,113688300
70,40960000,123844800,53269800,114397500
71,40960000,121038700,53284200,122048900
72,40960000,107538000,53706500,113713400
73,40960000,118541300,53052000,113500000
74,40960000,116434000,53595600,113456500
75,40960000,124163600,53178800,113547400
76,40960000,119699700,53127200,113588700
77,40960000,119103300,53060800,114056000
78,40960000,118551000,53449900,113956700
79,40960000,120020800,52952300,113237100
80,40960000,122316500,53146700,118716700
81,40960000,107373300,52983900,113273800
82,40960000,119458500,53235700,114511800
83,40960000,125337900,53063700,113340300
84,40960000,118877300,53189100,114275500
85,40960000,122817600,52989900,114040800
86,40960000,122455200,65217600,113177600
87,40960000,122651900,53600400,117883800
88,40960000,119955200,53330200,114082100
89,40960000,120185400,53234500,121766900
90,40960000,112269400,53237500,113733300
91,40960000,119950300,53043400,115984000
92,40960000,122609900,54282900,113852900
93,40960000,120856800,53375700,113648100
94,40960000,118739900,53227200,113683500
95,40960000,124155900,53187900,113598200
96,40960000,118835000,54430900,113373600
97,40960000,119544400,53827700,114921600
98,40960000,121202000,59251500,126179900
99,40960000,111160500,53100200,113675000
100,40960000,124215100,53318200,113734800
101,40960000,118772500,53942000,114880900
102,40960000,119706400,53113500,113472200
103,40960000,119679300,53129500,114267700
104,40960000,119651000,53261900,113159100
105,40960000,123976500,53967200,117125300
106,40960000,121102900,53157000,113110600
107,40960000,120116200,53171100,120476700
108,40960000,107374700,53064000,114012100
109,40960000,120532300,53124000,113799100
110,40960000,128892399,53489400,113647900
111,40960000,119649700,53382100,113403300
112,40960000,121678700,53329900,114377400
113,40960000,119605800,53687200,113287600
114,40960000,119069300,58774700,117855000
115,40960000,111130100,53404800,113776100
116,40960000,121156800,53323500,118874400
117,40960000,107210100,52804500,114037900
118,40960000,119808200,53618000,114096000
119,40960000,132724600,52991700,115016100
120,40960000,122544800,53355500,113284300
121,40960000,122938100,53473400,113382300
122,40960000,120763200,52860700,113528200
123,40960000,120958200,58460400,114237700
124,40960000,108872100,52889900,113255900
125,40960000,124006800,54500100,118042100
126,40960000,106598800,53720900,113286800
127,40960000,120003500,53212900,112970700
128,40960000,127226000,53172400,113496000
129,40960000,118687300,53247100,113364200
130,40960000,120801300,53500700,113676100
131,40960000,119481800,53036400,114907000
132,40960000,119436400,55866300,120824300
133,40960000,107306400,52919000,114095500
134,40960000,120886700,53197300,115134100
135,40960000,107806800,53634900,113205500
136,40960000,122834400,53210200,113840600
137,40960000,127410500,53187800,113424400
138,40960000,116602600,53110200,114098300
139,40960000,117389100,56037400,113336200
140,40960000,119436200,53215300,113161400
141,40960000,118744600,53630000,119800300
142,40960000,108245300,54107100,113530000
143,40960000,119255500,53690700,113082300
144,40960000,111677400,53151400,114055100
145,40960000,121209900,53276900,114364400
146,40960000,126848600,57040200,113235300
147,40960000,118367000,53358800,113107400
148,40960000,117712800,53017800,113642300
149,40960000,117033700,52921800,113479100
150,40960000,121438300,53297400,123832500
151,40960000,109779500,52855700,113901100
152,40960000,118334300,53398600,113063500
153,40960000,113374900,53063800,113739100
154,40960000,118195000,53928300,113014000
155,40960000,122798100,55526600,113911300
156,40960000,120482300,53223700,113270700
157,40960000,118223500,53347500,113651800
158,40960000,118814400,53095600,114279500
159,40960000,117867600,53182700,118403000
160,40960000,112035600,53507200,113381500
161,40960000,119645100,53018400,113213800
162,40960000,116839700,53235500,113961100
163,40960000,118441000,53146000,113760000
164,40960000,118972700,56143100,113370900
165,40960000,122585900,53315600,113788200
166,40960000,119843900,57351200,116178700
167,40960000,108690200,53174400,113606500
168,40960000,119147600,52887500,114862200
169,40960000,107488800,53151800,113532600
170,40960000,124651300,52955100,113857500
171,40960000,119136900,53185400,113120900
172,40960000,116081800,57163200,120649200
173,40960000,119202100,57100400,118110000
174,40960000,117813200,53179300,113663100
175,40960000,122479400,53087200,120452000
176,40960000,107560000,53376200,113397600
177,40960000,118042900,53705200,113962100
178,40960000,116850000,53273900,113724800
179,40960000,118759000,53607300,114156500
180,40960000,122544400,53664800,117572800
181,40960000,117538300,55080900,113529400
182,40960000,117643800,55266000,118442000
183,40960000,118774300,53562900,113879100
184,40960000,117669200,53008600,122118500
185,40960000,112577400,52907500,113325800
186,40960000,119629700,53025300,113058300
187,40960000,112307900,53655500,113429100
188,40960000,118842400,53179700,113162300
189,40960000,117181000,53221600,114269900
190,40960000,121432900,53041600,114325000
191,40960000,118796800,53057800,116911300
192,40960000,117008000,53221400,113421400
193,40960000,120103500,53191100,119513700
194,40960000,107665800,53354800,113140400
195,40960000,123426100,53257300,114396900
196,40960000,123888500,54822300,112648500
197,40960000,119162700,53271600,112616900
198,40960000,117770700,53011100,113963300
199,40960000,119490500,52792500,114263800
200,40960000,122557700,58729600,120438300
